,Date,price,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10
1347,5/22/15,236.77,239.3,239.84,236.29,236.02,235.64,235.98,235.48,233.04,230.95,225.32
1348,5/23/15,239.3,239.84,236.29,236.02,235.64,235.98,235.48,233.04,230.95,225.32,223.76
1349,5/24/15,239.84,236.29,236.02,235.64,235.98,235.48,233.04,230.95,225.32,223.76,225.07
1350,5/25/15,236.29,236.02,235.64,235.98,235.48,233.04,230.95,225.32,223.76,225.07,224.52
1351,5/26/15,236.02,235.64,235.98,235.48,233.04,230.95,225.32,223.76,225.07,224.52,223.24
1352,5/27/15,235.64,235.98,235.48,233.04,230.95,225.32,223.76,225.07,224.52,223.24,224.42
1353,5/28/15,235.98,235.48,233.04,230.95,225.32,223.76,225.07,224.52,223.24,224.42,223.94
1354,5/29/15,235.48,233.04,230.95,225.32,223.76,225.07,224.52,223.24,224.42,223.94,225.98
1355,5/30/15,233.04,230.95,225.32,223.76,225.07,224.52,223.24,224.42,223.94,225.98,229.19
1356,5/31/15,230.95,225.32,223.76,225.07,224.52,223.24,224.42,223.94,225.98,229.19,228.31
1357,6/1/15,225.32,223.76,225.07,224.52,223.24,224.42,223.94,225.98,229.19,228.31,228.88
1358,6/2/15,223.76,225.07,224.52,223.24,224.42,223.94,225.98,229.19,228.31,228.88,229.74
1359,6/3/15,225.07,224.52,223.24,224.42,223.94,225.98,229.19,228.31,228.88,229.74,230.58
1360,6/4/15,224.52,223.24,224.42,223.94,225.98,229.19,228.31,228.88,229.74,230.58,232.26
1361,6/5/15,223.24,224.42,223.94,225.98,229.19,228.31,228.88,229.74,230.58,232.26,234.46
1362,6/6/15,224.42,223.94,225.98,229.19,228.31,228.88,229.74,230.58,232.26,234.46,242.92
1363,6/7/15,223.94,225.98,229.19,228.31,228.88,229.74,230.58,232.26,234.46,242.92,250.32
1364,6/8/15,225.98,229.19,228.31,228.88,229.74,230.58,232.26,234.46,242.92,250.32,246.46
1365,6/9/15,229.19,228.31,228.88,229.74,230.58,232.26,234.46,242.92,250.32,246.46,246.27
1366,6/10/15,228.31,228.88,229.74,230.58,232.26,234.46,242.92,250.32,246.46,246.27,242.49
1367,6/11/15,228.88,229.74,230.58,232.26,234.46,242.92,250.32,246.46,246.27,242.49,243.16
1368,6/12/15,229.74,230.58,232.26,234.46,242.92,250.32,246.46,246.27,242.49,243.16,245.43
1369,6/13/15,230.58,232.26,234.46,242.92,250.32,246.46,246.27,242.49,243.16,245.43,244.36
1370,6/14/15,232.26,234.46,242.92,250.32,246.46,246.27,242.49,243.16,245.43,244.36,241.24
1371,6/15/15,234.46,242.92,250.32,246.46,246.27,242.49,243.16,245.43,244.36,241.24,241.38
1372,6/16/15,242.92,250.32,246.46,246.27,242.49,243.16,245.43,244.36,241.24,241.38,241.74
1373,6/17/15,250.32,246.46,246.27,242.49,243.16,245.43,244.36,241.24,241.38,241.74,247.41
1374,6/18/15,246.46,246.27,242.49,243.16,245.43,244.36,241.24,241.38,241.74,247.41,249.31
1375,6/19/15,246.27,242.49,243.16,245.43,244.36,241.24,241.38,241.74,247.41,249.31,253.79
1376,6/20/15,242.49,243.16,245.43,244.36,241.24,241.38,241.74,247.41,249.31,253.79,262.39
1377,6/21/15,243.16,245.43,244.36,241.24,241.38,241.74,247.41,249.31,253.79,262.39,257.78
1378,6/22/15,245.43,244.36,241.24,241.38,241.74,247.41,249.31,253.79,262.39,257.78,256.01
1379,6/23/15,244.36,241.24,241.38,241.74,247.41,249.31,253.79,262.39,257.78,256.01,254.68
1380,6/24/15,241.24,241.38,241.74,247.41,249.31,253.79,262.39,257.78,256.01,254.68,257.55
1381,6/25/15,241.38,241.74,247.41,249.31,253.79,262.39,257.78,256.01,254.68,257.55,266.32
1382,6/26/15,241.74,247.41,249.31,253.79,262.39,257.78,256.01,254.68,257.55,266.32,273.28
1383,6/27/15,247.41,249.31,253.79,262.39,257.78,256.01,254.68,257.55,266.32,273.28,266.85
1384,6/28/15,249.31,253.79,262.39,257.78,256.01,254.68,257.55,266.32,273.28,266.85,268.37
1385,6/29/15,253.79,262.39,257.78,256.01,254.68,257.55,266.32,273.28,266.85,268.37,269.23
1386,6/30/15,262.39,257.78,256.01,254.68,257.55,266.32,273.28,266.85,268.37,269.23,284.47
1387,7/1/15,257.78,256.01,254.68,257.55,266.32,273.28,266.85,268.37,269.23,284.47,292.54
1388,7/2/15,256.01,254.68,257.55,266.32,273.28,266.85,268.37,269.23,284.47,292.54,306.75
1389,7/3/15,254.68,257.55,266.32,273.28,266.85,268.37,269.23,284.47,292.54,306.75,291.52
1390,7/4/15,257.55,266.32,273.28,266.85,268.37,269.23,284.47,292.54,306.75,291.52,291.1
1391,7/5/15,266.32,273.28,266.85,268.37,269.23,284.47,292.54,306.75,291.52,291.1,290.14
1392,7/6/15,273.28,266.85,268.37,269.23,284.47,292.54,306.75,291.52,291.1,290.14,281.37
1393,7/7/15,266.85,268.37,269.23,284.47,292.54,306.75,291.52,291.1,290.14,281.37,276.71
1394,7/8/15,268.37,269.23,284.47,292.54,306.75,291.52,291.1,290.14,281.37,276.71,278.78
1395,7/9/15,269.23,284.47,292.54,306.75,291.52,291.1,290.14,281.37,276.71,278.78,276.09
1396,7/10/15,284.47,292.54,306.75,291.52,291.1,290.14,281.37,276.71,278.78,276.09,277.37
1397,7/11/15,292.54,306.75,291.52,291.1,290.14,281.37,276.71,278.78,276.09,277.37,279.06
1398,7/12/15,306.75,291.52,291.1,290.14,281.37,276.71,278.78,276.09,277.37,279.06,276.51
1399,7/13/15,291.52,291.1,290.14,281.37,276.71,278.78,276.09,277.37,279.06,276.51,277.13
1400,7/14/15,291.1,290.14,281.37,276.71,278.78,276.09,277.37,279.06,276.51,277.13,284.68
1401,7/15/15,290.14,281.37,276.71,278.78,276.09,277.37,279.06,276.51,277.13,284.68,289.1
1402,7/16/15,281.37,276.71,278.78,276.09,277.37,279.06,276.51,277.13,284.68,289.1,291.63
1403,7/17/15,276.71,278.78,276.09,277.37,279.06,276.51,277.13,284.68,289.1,291.63,291.92
1404,7/18/15,278.78,276.09,277.37,279.06,276.51,277.13,284.68,289.1,291.63,291.92,294.65
1405,7/19/15,276.09,277.37,279.06,276.51,277.13,284.68,289.1,291.63,291.92,294.65,290.69
1406,7/20/15,277.37,279.06,276.51,277.13,284.68,289.1,291.63,291.92,294.65,290.69,287.73
1407,7/21/15,279.06,276.51,277.13,284.68,289.1,291.63,291.92,294.65,290.69,287.73,284.15
1408,7/22/15,276.51,277.13,284.68,289.1,291.63,291.92,294.65,290.69,287.73,284.15,280.43
1409,7/23/15,277.13,284.68,289.1,291.63,291.92,294.65,290.69,287.73,284.15,280.43,279.43
1410,7/24/15,284.68,289.1,291.63,291.92,294.65,290.69,287.73,284.15,280.43,279.43,283.16
1411,7/25/15,289.1,291.63,291.92,294.65,290.69,287.73,284.15,280.43,279.43,283.16,283.71
1412,7/26/15,291.63,291.92,294.65,290.69,287.73,284.15,280.43,279.43,283.16,283.71,282.53
1413,7/27/15,291.92,294.65,290.69,287.73,284.15,280.43,279.43,283.16,283.71,282.53,278.76
1414,7/28/15,294.65,290.69,287.73,284.15,280.43,279.43,283.16,283.71,282.53,278.76,277.41
1415,7/29/15,290.69,287.73,284.15,280.43,279.43,283.16,283.71,282.53,278.76,277.41,270.44
1416,7/30/15,287.73,284.15,280.43,279.43,283.16,283.71,282.53,278.76,277.41,270.44,264.16
1417,7/31/15,284.15,280.43,279.43,283.16,283.71,282.53,278.76,277.41,270.44,264.16,264.26
1418,8/1/15,280.43,279.43,283.16,283.71,282.53,278.76,277.41,270.44,264.16,264.26,266.27
1419,8/2/15,279.43,283.16,283.71,282.53,278.76,277.41,270.44,264.16,264.26,266.27,268.12
1420,8/3/15,283.16,283.71,282.53,278.76,277.41,270.44,264.16,264.26,266.27,268.12,265.1
1421,8/4/15,283.71,282.53,278.76,277.41,270.44,264.16,264.26,266.27,268.12,265.1,264.8
1422,8/5/15,282.53,278.76,277.41,270.44,264.16,264.26,266.27,268.12,265.1,264.8,264.44
1423,8/6/15,278.76,277.41,270.44,264.16,264.26,266.27,268.12,265.1,264.8,264.44,257.5
1424,8/7/15,277.41,270.44,264.16,264.26,266.27,268.12,265.1,264.8,264.44,257.5,256.96
1425,8/8/15,270.44,264.16,264.26,266.27,268.12,265.1,264.8,264.44,257.5,256.96,247.31
1426,8/9/15,264.16,264.26,266.27,268.12,265.1,264.8,264.44,257.5,256.96,247.31,231.23
1427,8/10/15,264.26,266.27,268.12,265.1,264.8,264.44,257.5,256.96,247.31,231.23,233.43
1428,8/11/15,266.27,268.12,265.1,264.8,264.44,257.5,256.96,247.31,231.23,233.43,233.77
1429,8/12/15,268.12,265.1,264.8,264.44,257.5,256.96,247.31,231.23,233.43,233.77,229.15
1430,8/13/15,265.1,264.8,264.44,257.5,256.96,247.31,231.23,233.43,233.77,229.15,229.59
1431,8/14/15,264.8,264.44,257.5,256.96,247.31,231.23,233.43,233.77,229.15,229.59,217.32
1432,8/15/15,264.44,257.5,256.96,247.31,231.23,233.43,233.77,229.15,229.59,217.32,214.88
1433,8/16/15,257.5,256.96,247.31,231.23,233.43,233.77,229.15,229.59,217.32,214.88,226.38
1434,8/17/15,256.96,247.31,231.23,233.43,233.77,229.15,229.59,217.32,214.88,226.38,226.22
1435,8/18/15,247.31,231.23,233.43,233.77,229.15,229.59,217.32,214.88,226.38,226.22,228.9
1436,8/19/15,231.23,233.43,233.77,229.15,229.59,217.32,214.88,226.38,226.22,228.9,230.18
1437,8/20/15,233.43,233.77,229.15,229.59,217.32,214.88,226.38,226.22,228.9,230.18,228.14
1438,8/21/15,233.77,229.15,229.59,217.32,214.88,226.38,226.22,228.9,230.18,228.14,228.86
1439,8/22/15,229.15,229.59,217.32,214.88,226.38,226.22,228.9,230.18,228.14,228.86,228.21
1440,8/23/15,229.59,217.32,214.88,226.38,226.22,228.9,230.18,228.14,228.86,228.21,228.65
1441,8/24/15,217.32,214.88,226.38,226.22,228.9,230.18,228.14,228.86,228.21,228.65,227.7
1442,8/25/15,214.88,226.38,226.22,228.9,230.18,228.14,228.86,228.21,228.65,227.7,229.35
1443,8/26/15,226.38,226.22,228.9,230.18,228.14,228.86,228.21,228.65,227.7,229.35,233.43
1444,8/27/15,226.22,228.9,230.18,228.14,228.86,228.21,228.65,227.7,229.35,233.43,240.42
1445,8/28/15,228.9,230.18,228.14,228.86,228.21,228.65,227.7,229.35,233.43,240.42,240.46
1446,8/29/15,230.18,228.14,228.86,228.21,228.65,227.7,229.35,233.43,240.42,240.46,243.69
1447,8/30/15,228.14,228.86,228.21,228.65,227.7,229.35,233.43,240.42,240.46,243.69,239.95
1448,8/31/15,228.86,228.21,228.65,227.7,229.35,233.43,240.42,240.46,243.69,239.95,239.15
1449,9/1/15,228.21,228.65,227.7,229.35,233.43,240.42,240.46,243.69,239.95,239.15,239.69
1450,9/2/15,228.65,227.7,229.35,233.43,240.42,240.46,243.69,239.95,239.15,239.69,237.48
1451,9/3/15,227.7,229.35,233.43,240.42,240.46,243.69,239.95,239.15,239.69,237.48,231.29
1452,9/4/15,229.35,233.43,240.42,240.46,243.69,239.95,239.15,239.69,237.48,231.29,229.56
1453,9/5/15,233.43,240.42,240.46,243.69,239.95,239.15,239.69,237.48,231.29,229.56,229.88
1454,9/6/15,240.42,240.46,243.69,239.95,239.15,239.69,237.48,231.29,229.56,229.88,227.63
1455,9/7/15,240.46,243.69,239.95,239.15,239.69,237.48,231.29,229.56,229.88,227.63,230.79
1456,9/8/15,243.69,239.95,239.15,239.69,237.48,231.29,229.56,229.88,227.63,230.79,233.06
1457,9/9/15,239.95,239.15,239.69,237.48,231.29,229.56,229.88,227.63,230.79,233.06,231.65
1458,9/10/15,239.15,239.69,237.48,231.29,229.56,229.88,227.63,230.79,233.06,231.65,230.39
1459,9/11/15,239.69,237.48,231.29,229.56,229.88,227.63,230.79,233.06,231.65,230.39,227.04
1460,9/12/15,237.48,231.29,229.56,229.88,227.63,230.79,233.06,231.65,230.39,227.04,228.25
1461,9/13/15,231.29,229.56,229.88,227.63,230.79,233.06,231.65,230.39,227.04,228.25,230.09
1462,9/14/15,229.56,229.88,227.63,230.79,233.06,231.65,230.39,227.04,228.25,230.09,231.73
1463,9/15/15,229.88,227.63,230.79,233.06,231.65,230.39,227.04,228.25,230.09,231.73,235.19
1464,9/16/15,227.63,230.79,233.06,231.65,230.39,227.04,228.25,230.09,231.73,235.19,234.34
1465,9/17/15,230.79,233.06,231.65,230.39,227.04,228.25,230.09,231.73,235.19,234.34,232.56
1466,9/18/15,233.06,231.65,230.39,227.04,228.25,230.09,231.73,235.19,234.34,232.56,237.36
1467,9/19/15,231.65,230.39,227.04,228.25,230.09,231.73,235.19,234.34,232.56,237.36,237.63
1468,9/20/15,230.39,227.04,228.25,230.09,231.73,235.19,234.34,232.56,237.36,237.63,236.32
1469,9/21/15,227.04,228.25,230.09,231.73,235.19,234.34,232.56,237.36,237.63,236.32,237.12
1470,9/22/15,228.25,230.09,231.73,235.19,234.34,232.56,237.36,237.63,236.32,237.12,237.52
1471,9/23/15,230.09,231.73,235.19,234.34,232.56,237.36,237.63,236.32,237.12,237.52,238.3
1472,9/24/15,231.73,235.19,234.34,232.56,237.36,237.63,236.32,237.12,237.52,238.3,238.92
1473,9/25/15,235.19,234.34,232.56,237.36,237.63,236.32,237.12,237.52,238.3,238.92,238.24
1474,9/26/15,234.34,232.56,237.36,237.63,236.32,237.12,237.52,238.3,238.92,238.24,243.04
1475,9/27/15,232.56,237.36,237.63,236.32,237.12,237.52,238.3,238.92,238.24,243.04,245.02
1476,9/28/15,237.36,237.63,236.32,237.12,237.52,238.3,238.92,238.24,243.04,245.02,243.69
1477,9/29/15,237.63,236.32,237.12,237.52,238.3,238.92,238.24,243.04,245.02,243.69,243.5
1478,9/30/15,236.32,237.12,237.52,238.3,238.92,238.24,243.04,245.02,243.69,243.5,244.87
1479,10/1/15,237.12,237.52,238.3,238.92,238.24,243.04,245.02,243.69,243.5,244.87,247.19
1480,10/2/15,237.52,238.3,238.92,238.24,243.04,245.02,243.69,243.5,244.87,247.19,246.79
1481,10/3/15,238.3,238.92,238.24,243.04,245.02,243.69,243.5,244.87,247.19,246.79,246.34
1482,10/4/15,238.92,238.24,243.04,245.02,243.69,243.5,244.87,247.19,246.79,246.34,250.66
1483,10/5/15,238.24,243.04,245.02,243.69,243.5,244.87,247.19,246.79,246.34,250.66,254.78
1484,10/6/15,243.04,245.02,243.69,243.5,244.87,247.19,246.79,246.34,250.66,254.78,261.01
1485,10/7/15,245.02,243.69,243.5,244.87,247.19,246.79,246.34,250.66,254.78,261.01,268.55
1486,10/8/15,243.69,243.5,244.87,247.19,246.79,246.34,250.66,254.78,261.01,268.55,264.41
1487,10/9/15,243.5,244.87,247.19,246.79,246.34,250.66,254.78,261.01,268.55,264.41,262.3
1488,10/10/15,244.87,247.19,246.79,246.34,250.66,254.78,261.01,268.55,264.41,262.3,266.55
1489,10/11/15,247.19,246.79,246.34,250.66,254.78,261.01,268.55,264.41,262.3,266.55,268.65
1490,10/12/15,246.79,246.34,250.66,254.78,261.01,268.55,264.41,262.3,266.55,268.65,273.82
1491,10/13/15,246.34,250.66,254.78,261.01,268.55,264.41,262.3,266.55,268.65,273.82,277.42
1492,10/14/15,250.66,254.78,261.01,268.55,264.41,262.3,266.55,268.65,273.82,277.42,280.15
1493,10/15/15,254.78,261.01,268.55,264.41,262.3,266.55,268.65,273.82,277.42,280.15,289.3
1494,10/16/15,261.01,268.55,264.41,262.3,266.55,268.65,273.82,277.42,280.15,289.3,283.78
1495,10/17/15,268.55,264.41,262.3,266.55,268.65,273.82,277.42,280.15,289.3,283.78,293.04
1496,10/18/15,264.41,262.3,266.55,268.65,273.82,277.42,280.15,289.3,283.78,293.04,301.83
1497,10/19/15,262.3,266.55,268.65,273.82,277.42,280.15,289.3,283.78,293.04,301.83,310.64
1498,10/20/15,266.55,268.65,273.82,277.42,280.15,289.3,283.78,293.04,301.83,310.64,324.42
1499,10/21/15,268.65,273.82,277.42,280.15,289.3,283.78,293.04,301.83,310.64,324.42,318.12
1500,10/22/15,273.82,277.42,280.15,289.3,283.78,293.04,301.83,310.64,324.42,318.12,316.54
1501,10/23/15,277.42,280.15,289.3,283.78,293.04,301.83,310.64,324.42,318.12,316.54,347.89
1502,10/24/15,280.15,289.3,283.78,293.04,301.83,310.64,324.42,318.12,316.54,347.89,389.22
1503,10/25/15,289.3,283.78,293.04,301.83,310.64,324.42,318.12,316.54,347.89,389.22,445.45
1504,10/26/15,283.78,293.04,301.83,310.64,324.42,318.12,316.54,347.89,389.22,445.45,401.92
1505,10/27/15,293.04,301.83,310.64,324.42,318.12,316.54,347.89,389.22,445.45,401.92,373.37
1506,10/28/15,301.83,310.64,324.42,318.12,316.54,347.89,389.22,445.45,401.92,373.37,383.47
1507,10/29/15,310.64,324.42,318.12,316.54,347.89,389.22,445.45,401.92,373.37,383.47,381.12
1508,10/30/15,324.42,318.12,316.54,347.89,389.22,445.45,401.92,373.37,383.47,381.12,376.54
1509,10/31/15,318.12,316.54,347.89,389.22,445.45,401.92,373.37,383.47,381.12,376.54,356.96
1510,11/1/15,316.54,347.89,389.22,445.45,401.92,373.37,383.47,381.12,376.54,356.96,313.31
1511,11/2/15,347.89,389.22,445.45,401.92,373.37,383.47,381.12,376.54,356.96,313.31,326.59
1512,11/3/15,389.22,445.45,401.92,373.37,383.47,381.12,376.54,356.96,313.31,326.59,334.06
1513,11/4/15,445.45,401.92,373.37,383.47,381.12,376.54,356.96,313.31,326.59,334.06,335.44
1514,11/5/15,401.92,373.37,383.47,381.12,376.54,356.96,313.31,326.59,334.06,335.44,323.85
1515,11/6/15,373.37,383.47,381.12,376.54,356.96,313.31,326.59,334.06,335.44,323.85,324.6
1516,11/7/15,383.47,381.12,376.54,356.96,313.31,326.59,334.06,335.44,323.85,324.6,336.4
1517,11/8/15,381.12,376.54,356.96,313.31,326.59,334.06,335.44,323.85,324.6,336.4,334.5
1518,11/9/15,376.54,356.96,313.31,326.59,334.06,335.44,323.85,324.6,336.4,334.5,331.99
1519,11/10/15,356.96,313.31,326.59,334.06,335.44,323.85,324.6,336.4,334.5,331.99,318.91
1520,11/11/15,313.31,326.59,334.06,335.44,323.85,324.6,336.4,334.5,331.99,318.91,324.92
1521,11/12/15,326.59,334.06,335.44,323.85,324.6,336.4,334.5,331.99,318.91,324.92,323.07
1522,11/13/15,334.06,335.44,323.85,324.6,336.4,334.5,331.99,318.91,324.92,323.07,323.4
1523,11/14/15,335.44,323.85,324.6,336.4,334.5,331.99,318.91,324.92,323.07,323.4,320.82
1524,11/15/15,323.85,324.6,336.4,334.5,331.99,318.91,324.92,323.07,323.4,320.82,323.56
1525,11/16/15,324.6,336.4,334.5,331.99,318.91,324.92,323.07,323.4,320.82,323.56,349.41
1526,11/17/15,336.4,334.5,331.99,318.91,324.92,323.07,323.4,320.82,323.56,349.41,358.04
1527,11/18/15,334.5,331.99,318.91,324.92,323.07,323.4,320.82,323.56,349.41,358.04,354.66
1528,11/19/15,331.99,318.91,324.92,323.07,323.4,320.82,323.56,349.41,358.04,354.66,365.1
1529,11/20/15,318.91,324.92,323.07,323.4,320.82,323.56,349.41,358.04,354.66,365.1,376.24
1530,11/21/15,324.92,323.07,323.4,320.82,323.56,349.41,358.04,354.66,365.1,376.24,364.53
1531,11/22/15,323.07,323.4,320.82,323.56,349.41,358.04,354.66,365.1,376.24,364.53,355.66
1532,11/23/15,323.4,320.82,323.56,349.41,358.04,354.66,365.1,376.24,364.53,355.66,362.89
1533,11/24/15,320.82,323.56,349.41,358.04,354.66,365.1,376.24,364.53,355.66,362.89,360.08
1534,11/25/15,323.56,349.41,358.04,354.66,365.1,376.24,364.53,355.66,362.89,360.08,377.66
1535,11/26/15,349.41,358.04,354.66,365.1,376.24,364.53,355.66,362.89,360.08,377.66,392.01
1536,11/27/15,358.04,354.66,365.1,376.24,364.53,355.66,362.89,360.08,377.66,392.01,392.54
1537,11/28/15,354.66,365.1,376.24,364.53,355.66,362.89,360.08,377.66,392.01,392.54,398.71
1538,11/29/15,365.1,376.24,364.53,355.66,362.89,360.08,377.66,392.01,392.54,398.71,414.75
1539,11/30/15,376.24,364.53,355.66,362.89,360.08,377.66,392.01,392.54,398.71,414.75,415.26
1540,12/1/15,364.53,355.66,362.89,360.08,377.66,392.01,392.54,398.71,414.75,415.26,438.16
1541,12/2/15,355.66,362.89,360.08,377.66,392.01,392.54,398.71,414.75,415.26,438.16,432.5
1542,12/3/15,362.89,360.08,377.66,392.01,392.54,398.71,414.75,415.26,438.16,432.5,435.07
1543,12/4/15,360.08,377.66,392.01,392.54,398.71,414.75,415.26,438.16,432.5,435.07,441.38
1544,12/5/15,377.66,392.01,392.54,398.71,414.75,415.26,438.16,432.5,435.07,441.38,455.21
1545,12/6/15,392.01,392.54,398.71,414.75,415.26,438.16,432.5,435.07,441.38,455.21,454.61
1546,12/7/15,392.54,398.71,414.75,415.26,438.16,432.5,435.07,441.38,455.21,454.61,454.72
1547,12/8/15,398.71,414.75,415.26,438.16,432.5,435.07,441.38,455.21,454.61,454.72,459.76
1548,12/9/15,414.75,415.26,438.16,432.5,435.07,441.38,455.21,454.61,454.72,459.76,461.49
1549,12/10/15,415.26,438.16,432.5,435.07,441.38,455.21,454.61,454.72,459.76,461.49,446.88
1550,12/11/15,438.16,432.5,435.07,441.38,455.21,454.61,454.72,459.76,461.49,446.88,436.19
1551,12/12/15,432.5,435.07,441.38,455.21,454.61,454.72,459.76,461.49,446.88,436.19,437.42
1552,12/13/15,435.07,441.38,455.21,454.61,454.72,459.76,461.49,446.88,436.19,437.42,440.15
1553,12/14/15,441.38,455.21,454.61,454.72,459.76,461.49,446.88,436.19,437.42,440.15,453.59
1554,12/15/15,455.21,454.61,454.72,459.76,461.49,446.88,436.19,437.42,440.15,453.59,453.55
1555,12/16/15,454.61,454.72,459.76,461.49,446.88,436.19,437.42,440.15,453.59,453.55,426.91
1556,12/17/15,454.72,459.76,461.49,446.88,436.19,437.42,440.15,453.59,453.55,426.91,419.24
1557,12/18/15,459.76,461.49,446.88,436.19,437.42,440.15,453.59,453.55,426.91,419.24,423.79
1558,12/19/15,461.49,446.88,436.19,437.42,440.15,453.59,453.55,426.91,419.24,423.79,426.53
1559,12/20/15,446.88,436.19,437.42,440.15,453.59,453.55,426.91,419.24,423.79,426.53,429.65
1560,12/21/15,436.19,437.42,440.15,453.59,453.55,426.91,419.24,423.79,426.53,429.65,427.04
1561,12/22/15,437.42,440.15,453.59,453.55,426.91,419.24,423.79,426.53,429.65,427.04,433.09
1562,12/23/15,440.15,453.59,453.55,426.91,419.24,423.79,426.53,429.65,427.04,433.09,433.29
1563,12/24/15,453.59,453.55,426.91,419.24,423.79,426.53,429.65,427.04,433.09,433.29,428.6
1564,12/25/15,453.55,426.91,419.24,423.79,426.53,429.65,427.04,433.09,433.29,428.6,432.83
1565,12/26/15,426.91,419.24,423.79,426.53,429.65,427.04,433.09,433.29,428.6,432.83,432.05
1566,12/27/15,419.24,423.79,426.53,429.65,427.04,433.09,433.29,428.6,432.83,432.05,430.14
1567,12/28/15,423.79,426.53,429.65,427.04,433.09,433.29,428.6,432.83,432.05,430.14,447.71
1568,12/29/15,426.53,429.65,427.04,433.09,433.29,428.6,432.83,432.05,430.14,447.71,453.75
1569,12/30/15,429.65,427.04,433.09,433.29,428.6,432.83,432.05,430.14,447.71,453.75,449.71
1570,12/31/15,427.04,433.09,433.29,428.6,432.83,432.05,430.14,447.71,453.75,449.71,444.61
1571,1/1/16,433.09,433.29,428.6,432.83,432.05,430.14,447.71,453.75,449.71,444.61,445.4
1572,1/2/16,433.29,428.6,432.83,432.05,430.14,447.71,453.75,449.71,444.61,445.4,442.64
1573,1/3/16,428.6,432.83,432.05,430.14,447.71,453.75,449.71,444.61,445.4,442.64,429.87
1574,1/4/16,432.83,432.05,430.14,447.71,453.75,449.71,444.61,445.4,442.64,429.87,430.6
1575,1/5/16,432.05,430.14,447.71,453.75,449.71,444.61,445.4,442.64,429.87,430.6,395.33
1576,1/6/16,430.14,447.71,453.75,449.71,444.61,445.4,442.64,429.87,430.6,395.33,372.27
1577,1/7/16,447.71,453.75,449.71,444.61,445.4,442.64,429.87,430.6,395.33,372.27,382.81
1578,1/8/16,453.75,449.71,444.61,445.4,442.64,429.87,430.6,395.33,372.27,382.81,382.05
1579,1/9/16,449.71,444.61,445.4,442.64,429.87,430.6,395.33,372.27,382.81,382.05,381.88
1580,1/10/16,444.61,445.4,442.64,429.87,430.6,395.33,372.27,382.81,382.05,381.88,400.1
1581,1/11/16,445.4,442.64,429.87,430.6,395.33,372.27,382.81,382.05,381.88,400.1,412.83
1582,1/12/16,442.64,429.87,430.6,395.33,372.27,382.81,382.05,381.88,400.1,412.83,389.81
1583,1/13/16,429.87,430.6,395.33,372.27,382.81,382.05,381.88,400.1,412.83,389.81,388.05
1584,1/14/16,430.6,395.33,372.27,382.81,382.05,381.88,400.1,412.83,389.81,388.05,399.44
1585,1/15/16,395.33,372.27,382.81,382.05,381.88,400.1,412.83,389.81,388.05,399.44,394.12
1586,1/16/16,372.27,382.81,382.05,381.88,400.1,412.83,389.81,388.05,399.44,394.12,392.46
1587,1/17/16,382.81,382.05,381.88,400.1,412.83,389.81,388.05,399.44,394.12,392.46,394.34
1588,1/18/16,382.05,381.88,400.1,412.83,389.81,388.05,399.44,394.12,392.46,394.34,382.11
1589,1/19/16,381.88,400.1,412.83,389.81,388.05,399.44,394.12,392.46,394.34,382.11,375.41
1590,1/20/16,400.1,412.83,389.81,388.05,399.44,394.12,392.46,394.34,382.11,375.41,377.1
1591,1/21/16,412.83,389.81,388.05,399.44,394.12,392.46,394.34,382.11,375.41,377.1,374.39
1592,1/22/16,389.81,388.05,399.44,394.12,392.46,394.34,382.11,375.41,377.1,374.39,372.6
1593,1/23/16,388.05,399.44,394.12,392.46,394.34,382.11,375.41,377.1,374.39,372.6,373.07
1594,1/24/16,399.44,394.12,392.46,394.34,382.11,375.41,377.1,374.39,372.6,373.07,370.21
1595,1/25/16,394.12,392.46,394.34,382.11,375.41,377.1,374.39,372.6,373.07,370.21,382.16
1596,1/26/16,392.46,394.34,382.11,375.41,377.1,374.39,372.6,373.07,370.21,382.16,387.15
1597,1/27/16,394.34,382.11,375.41,377.1,374.39,372.6,373.07,370.21,382.16,387.15,376.46
1598,1/28/16,382.11,375.41,377.1,374.39,372.6,373.07,370.21,382.16,387.15,376.46,376.02
1599,1/29/16,375.41,377.1,374.39,372.6,373.07,370.21,382.16,387.15,376.46,376.02,374.4
1600,1/30/16,377.1,374.39,372.6,373.07,370.21,382.16,387.15,376.46,376.02,374.4,373.25
1601,1/31/16,374.39,372.6,373.07,370.21,382.16,387.15,376.46,376.02,374.4,373.25,379.04
1602,2/1/16,372.6,373.07,370.21,382.16,387.15,376.46,376.02,374.4,373.25,379.04,377.49
1603,2/2/16,373.07,370.21,382.16,387.15,376.46,376.02,374.4,373.25,379.04,377.49,381.12
1604,2/3/16,370.21,382.16,387.15,376.46,376.02,374.4,373.25,379.04,377.49,381.12,387.26
1605,2/4/16,382.16,387.15,376.46,376.02,374.4,373.25,379.04,377.49,381.12,387.26,398.35
1606,2/5/16,387.15,376.46,376.02,374.4,373.25,379.04,377.49,381.12,387.26,398.35,401.97
1607,2/6/16,376.46,376.02,374.4,373.25,379.04,377.49,381.12,387.26,398.35,401.97,403.61
1608,2/7/16,376.02,374.4,373.25,379.04,377.49,381.12,387.26,398.35,401.97,403.61,415.06
1609,2/8/16,374.4,373.25,379.04,377.49,381.12,387.26,398.35,401.97,403.61,415.06,420.37
