,Date,price,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10
2169,8/21/17,4007.74,3894.12,4146.85,4189.5,4358.33,4303.25,4338.63,4290.85,4502.76,4564.26,4682.33
2170,8/22/17,3894.12,4146.85,4189.5,4358.33,4303.25,4338.63,4290.85,4502.76,4564.26,4682.33,4808.17
2171,8/23/17,4146.85,4189.5,4358.33,4303.25,4338.63,4290.85,4502.76,4564.26,4682.33,4808.17,4682.16
2172,8/24/17,4189.5,4358.33,4303.25,4338.63,4290.85,4502.76,4564.26,4682.33,4808.17,4682.16,4553.45
2173,8/25/17,4358.33,4303.25,4338.63,4290.85,4502.76,4564.26,4682.33,4808.17,4682.16,4553.45,4299.82
2174,8/26/17,4303.25,4338.63,4290.85,4502.76,4564.26,4682.33,4808.17,4682.16,4553.45,4299.82,4234.99
2175,8/27/17,4338.63,4290.85,4502.76,4564.26,4682.33,4808.17,4682.16,4553.45,4299.82,4234.99,4527.25
2176,8/28/17,4290.85,4502.76,4564.26,4682.33,4808.17,4682.16,4553.45,4299.82,4234.99,4527.25,4585.2
2177,8/29/17,4502.76,4564.26,4682.33,4808.17,4682.16,4553.45,4299.82,4234.99,4527.25,4585.2,4371.25
2178,8/30/17,4564.26,4682.33,4808.17,4682.16,4553.45,4299.82,4234.99,4527.25,4585.2,4371.25,4279.9
2179,8/31/17,4682.33,4808.17,4682.16,4553.45,4299.82,4234.99,4527.25,4585.2,4371.25,4279.9,4145.59
2180,9/1/17,4808.17,4682.16,4553.45,4299.82,4234.99,4527.25,4585.2,4371.25,4279.9,4145.59,4212.89
2181,9/2/17,4682.16,4553.45,4299.82,4234.99,4527.25,4585.2,4371.25,4279.9,4145.59,4212.89,4232.45
2182,9/3/17,4553.45,4299.82,4234.99,4527.25,4585.2,4371.25,4279.9,4145.59,4212.89,4232.45,3897.81
2183,9/4/17,4299.82,4234.99,4527.25,4585.2,4371.25,4279.9,4145.59,4212.89,4232.45,3897.81,3535.91
2184,9/5/17,4234.99,4527.25,4585.2,4371.25,4279.9,4145.59,4212.89,4232.45,3897.81,3535.91,3370.47
2185,9/6/17,4527.25,4585.2,4371.25,4279.9,4145.59,4212.89,4232.45,3897.81,3535.91,3370.47,3666.34
2186,9/7/17,4585.2,4371.25,4279.9,4145.59,4212.89,4232.45,3897.81,3535.91,3370.47,3666.34,3624.21
2187,9/8/17,4371.25,4279.9,4145.59,4212.89,4232.45,3897.81,3535.91,3370.47,3666.34,3624.21,3951.07
2188,9/9/17,4279.9,4145.59,4212.89,4232.45,3897.81,3535.91,3370.47,3666.34,3624.21,3951.07,3953.45
2189,9/10/17,4145.59,4212.89,4232.45,3897.81,3535.91,3370.47,3666.34,3624.21,3951.07,3953.45,3931.92
2190,9/11/17,4212.89,4232.45,3897.81,3535.91,3370.47,3666.34,3624.21,3951.07,3953.45,3931.92,3742.81
2191,9/12/17,4232.45,3897.81,3535.91,3370.47,3666.34,3624.21,3951.07,3953.45,3931.92,3742.81,3616.21
2192,9/13/17,3897.81,3535.91,3370.47,3666.34,3624.21,3951.07,3953.45,3931.92,3742.81,3616.21,3715.13
2193,9/14/17,3535.91,3370.47,3666.34,3624.21,3951.07,3953.45,3931.92,3742.81,3616.21,3715.13,3688.85
2194,9/15/17,3370.47,3666.34,3624.21,3951.07,3953.45,3931.92,3742.81,3616.21,3715.13,3688.85,3847.35
2195,9/16/17,3666.34,3624.21,3951.07,3953.45,3931.92,3742.81,3616.21,3715.13,3688.85,3847.35,3916.37
2196,9/17/17,3624.21,3951.07,3953.45,3931.92,3742.81,3616.21,3715.13,3688.85,3847.35,3916.37,4063.17
2197,9/18/17,3951.07,3953.45,3931.92,3742.81,3616.21,3715.13,3688.85,3847.35,3916.37,4063.17,4187.55
2198,9/19/17,3953.45,3931.92,3742.81,3616.21,3715.13,3688.85,3847.35,3916.37,4063.17,4187.55,4128.66
2199,9/20/17,3931.92,3742.81,3616.21,3715.13,3688.85,3847.35,3916.37,4063.17,4187.55,4128.66,4278.3
2200,9/21/17,3742.81,3616.21,3715.13,3688.85,3847.35,3916.37,4063.17,4187.55,4128.66,4278.3,4281.0
2201,9/22/17,3616.21,3715.13,3688.85,3847.35,3916.37,4063.17,4187.55,4128.66,4278.3,4281.0,4394.01
2202,9/23/17,3715.13,3688.85,3847.35,3916.37,4063.17,4187.55,4128.66,4278.3,4281.0,4394.01,4295.1
2203,9/24/17,3688.85,3847.35,3916.37,4063.17,4187.55,4128.66,4278.3,4281.0,4394.01,4295.1,4233.86
2204,9/25/17,3847.35,3916.37,4063.17,4187.55,4128.66,4278.3,4281.0,4394.01,4295.1,4233.86,4265.13
2205,9/26/17,3916.37,4063.17,4187.55,4128.66,4278.3,4281.0,4394.01,4295.1,4233.86,4265.13,4363.3
2206,9/27/17,4063.17,4187.55,4128.66,4278.3,4281.0,4394.01,4295.1,4233.86,4265.13,4363.3,4373.29
2207,9/28/17,4187.55,4128.66,4278.3,4281.0,4394.01,4295.1,4233.86,4265.13,4363.3,4373.29,4511.21
2208,9/29/17,4128.66,4278.3,4281.0,4394.01,4295.1,4233.86,4265.13,4363.3,4373.29,4511.21,4679.26
2209,9/30/17,4278.3,4281.0,4394.01,4295.1,4233.86,4265.13,4363.3,4373.29,4511.21,4679.26,4807.87
2210,10/1/17,4281.0,4394.01,4295.1,4233.86,4265.13,4363.3,4373.29,4511.21,4679.26,4807.87,4789.38
2211,10/2/17,4394.01,4295.1,4233.86,4265.13,4363.3,4373.29,4511.21,4679.26,4807.87,4789.38,5149.57
2212,10/3/17,4295.1,4233.86,4265.13,4363.3,4373.29,4511.21,4679.26,4807.87,4789.38,5149.57,5600.53
2213,10/4/17,4233.86,4265.13,4363.3,4373.29,4511.21,4679.26,4807.87,4789.38,5149.57,5600.53,5680.62
2214,10/5/17,4265.13,4363.3,4373.29,4511.21,4679.26,4807.87,4789.38,5149.57,5600.53,5680.62,5584.71
2215,10/6/17,4363.3,4373.29,4511.21,4679.26,4807.87,4789.38,5149.57,5600.53,5680.62,5584.71,5681.03
2216,10/7/17,4373.29,4511.21,4679.26,4807.87,4789.38,5149.57,5600.53,5680.62,5584.71,5681.03,5605.05
2217,10/8/17,4511.21,4679.26,4807.87,4789.38,5149.57,5600.53,5680.62,5584.71,5681.03,5605.05,5361.2
2218,10/9/17,4679.26,4807.87,4789.38,5149.57,5600.53,5680.62,5584.71,5681.03,5605.05,5361.2,5654.06
2219,10/10/17,4807.87,4789.38,5149.57,5600.53,5680.62,5584.71,5681.03,5605.05,5361.2,5654.06,5891.45
2220,10/11/17,4789.38,5149.57,5600.53,5680.62,5584.71,5681.03,5605.05,5361.2,5654.06,5891.45,6050.01
2221,10/12/17,5149.57,5600.53,5680.62,5584.71,5681.03,5605.05,5361.2,5654.06,5891.45,6050.01,5877.68
2222,10/13/17,5600.53,5680.62,5584.71,5681.03,5605.05,5361.2,5654.06,5891.45,6050.01,5877.68,5839.56
2223,10/14/17,5680.62,5584.71,5681.03,5605.05,5361.2,5654.06,5891.45,6050.01,5877.68,5839.56,5643.65
2224,10/15/17,5584.71,5681.03,5605.05,5361.2,5654.06,5891.45,6050.01,5877.68,5839.56,5643.65,5536.47
2225,10/16/17,5681.03,5605.05,5361.2,5654.06,5891.45,6050.01,5877.68,5839.56,5643.65,5536.47,5860.0
2226,10/17/17,5605.05,5361.2,5654.06,5891.45,6050.01,5877.68,5839.56,5643.65,5536.47,5860.0,5797.46
2227,10/18/17,5361.2,5654.06,5891.45,6050.01,5877.68,5839.56,5643.65,5536.47,5860.0,5797.46,5736.04
2228,10/19/17,5654.06,5891.45,6050.01,5877.68,5839.56,5643.65,5536.47,5860.0,5797.46,5736.04,5990.19
2229,10/20/17,5891.45,6050.01,5877.68,5839.56,5643.65,5536.47,5860.0,5797.46,5736.04,5990.19,6124.2
2230,10/21/17,6050.01,5877.68,5839.56,5643.65,5536.47,5860.0,5797.46,5736.04,5990.19,6124.2,6284.18
2231,10/22/17,5877.68,5839.56,5643.65,5536.47,5860.0,5797.46,5736.04,5990.19,6124.2,6284.18,6546.62
2232,10/23/17,5839.56,5643.65,5536.47,5860.0,5797.46,5736.04,5990.19,6124.2,6284.18,6546.62,6976.49
2233,10/24/17,5643.65,5536.47,5860.0,5797.46,5736.04,5990.19,6124.2,6284.18,6546.62,6976.49,7252.44
2234,10/25/17,5536.47,5860.0,5797.46,5736.04,5990.19,6124.2,6284.18,6546.62,6976.49,7252.44,7253.2
2235,10/26/17,5860.0,5797.46,5736.04,5990.19,6124.2,6284.18,6546.62,6976.49,7252.44,7253.2,7445.08
2236,10/27/17,5797.46,5736.04,5990.19,6124.2,6284.18,6546.62,6976.49,7252.44,7253.2,7445.08,7169.77
2237,10/28/17,5736.04,5990.19,6124.2,6284.18,6546.62,6976.49,7252.44,7253.2,7445.08,7169.77,7102.55
2238,10/29/17,5990.19,6124.2,6284.18,6546.62,6976.49,7252.44,7253.2,7445.08,7169.77,7102.55,7435.31
2239,10/30/17,6124.2,6284.18,6546.62,6976.49,7252.44,7253.2,7445.08,7169.77,7102.55,7435.31,7229.1
2240,10/31/17,6284.18,6546.62,6976.49,7252.44,7253.2,7445.08,7169.77,7102.55,7435.31,7229.1,6811.55
2241,11/1/17,6546.62,6976.49,7252.44,7253.2,7445.08,7169.77,7102.55,7435.31,7229.1,6811.55,6478.1
2242,11/2/17,6976.49,7252.44,7253.2,7445.08,7169.77,7102.55,7435.31,7229.1,6811.55,6478.1,6044.87
2243,11/3/17,7252.44,7253.2,7445.08,7169.77,7102.55,7435.31,7229.1,6811.55,6478.1,6044.87,6395.47
2244,11/4/17,7253.2,7445.08,7169.77,7102.55,7435.31,7229.1,6811.55,6478.1,6044.87,6395.47,6586.15
2245,11/5/17,7445.08,7169.77,7102.55,7435.31,7229.1,6811.55,6478.1,6044.87,6395.47,6586.15,7064.13
2246,11/6/17,7169.77,7102.55,7435.31,7229.1,6811.55,6478.1,6044.87,6395.47,6586.15,7064.13,7562.03
2247,11/7/17,7102.55,7435.31,7229.1,6811.55,6478.1,6044.87,6395.47,6586.15,7064.13,7562.03,7797.3
2248,11/8/17,7435.31,7229.1,6811.55,6478.1,6044.87,6395.47,6586.15,7064.13,7562.03,7797.3,7679.33
2249,11/9/17,7229.1,6811.55,6478.1,6044.87,6395.47,6586.15,7064.13,7562.03,7797.3,7679.33,7863.96
2250,11/10/17,6811.55,6478.1,6044.87,6395.47,6586.15,7064.13,7562.03,7797.3,7679.33,7863.96,8113.74
2251,11/11/17,6478.1,6044.87,6395.47,6586.15,7064.13,7562.03,7797.3,7679.33,7863.96,8113.74,8096.38
2252,11/12/17,6044.87,6395.47,6586.15,7064.13,7562.03,7797.3,7679.33,7863.96,8113.74,8096.38,8196.45
2253,11/13/17,6395.47,6586.15,7064.13,7562.03,7797.3,7679.33,7863.96,8113.74,8096.38,8196.45,8147.26
2254,11/14/17,6586.15,7064.13,7562.03,7797.3,7679.33,7863.96,8113.74,8096.38,8196.45,8147.26,8154.14
2255,11/15/17,7064.13,7562.03,7797.3,7679.33,7863.96,8113.74,8096.38,8196.45,8147.26,8154.14,8407.83
2256,11/16/17,7562.03,7797.3,7679.33,7863.96,8113.74,8096.38,8196.45,8147.26,8154.14,8407.83,9027.86
2257,11/17/17,7797.3,7679.33,7863.96,8113.74,8096.38,8196.45,8147.26,8154.14,8407.83,9027.86,9527.86
2258,11/18/17,7679.33,7863.96,8113.74,8096.38,8196.45,8147.26,8154.14,8407.83,9027.86,9527.86,9852.65
2259,11/19/17,7863.96,8113.74,8096.38,8196.45,8147.26,8154.14,8407.83,9027.86,9527.86,9852.65,10377.66
2260,11/20/17,8113.74,8096.38,8196.45,8147.26,8154.14,8407.83,9027.86,9527.86,9852.65,10377.66,9715.31
2261,11/21/17,8096.38,8196.45,8147.26,8154.14,8407.83,9027.86,9527.86,9852.65,10377.66,9715.31,10287.37
2262,11/22/17,8196.45,8147.26,8154.14,8407.83,9027.86,9527.86,9852.65,10377.66,9715.31,10287.37,10927.84
2263,11/23/17,8147.26,8154.14,8407.83,9027.86,9527.86,9852.65,10377.66,9715.31,10287.37,10927.84,11249.5
2264,11/24/17,8154.14,8407.83,9027.86,9527.86,9852.65,10377.66,9715.31,10287.37,10927.84,11249.5,11314.7
2265,11/25/17,8407.83,9027.86,9527.86,9852.65,10377.66,9715.31,10287.37,10927.84,11249.5,11314.7,11652.18
2266,11/26/17,9027.86,9527.86,9852.65,10377.66,9715.31,10287.37,10927.84,11249.5,11314.7,11652.18,12664.26
2267,11/27/17,9527.86,9852.65,10377.66,9715.31,10287.37,10927.84,11249.5,11314.7,11652.18,12664.26,14840.19
2268,11/28/17,9852.65,10377.66,9715.31,10287.37,10927.84,11249.5,11314.7,11652.18,12664.26,14840.19,15285.2
2269,11/29/17,10377.66,9715.31,10287.37,10927.84,11249.5,11314.7,11652.18,12664.26,14840.19,15285.2,14402.98
2270,11/30/17,9715.31,10287.37,10927.84,11249.5,11314.7,11652.18,12664.26,14840.19,15285.2,14402.98,14233.61
2271,12/1/17,10287.37,10927.84,11249.5,11314.7,11652.18,12664.26,14840.19,15285.2,14402.98,14233.61,16293.32
2272,12/2/17,10927.84,11249.5,11314.7,11652.18,12664.26,14840.19,15285.2,14402.98,14233.61,16293.32,16854.87
2273,12/3/17,11249.5,11314.7,11652.18,12664.26,14840.19,15285.2,14402.98,14233.61,16293.32,16854.87,16434.93
2274,12/4/17,11314.7,11652.18,12664.26,14840.19,15285.2,14402.98,14233.61,16293.32,16854.87,16434.93,16351.3
2275,12/5/17,11652.18,12664.26,14840.19,15285.2,14402.98,14233.61,16293.32,16854.87,16434.93,16351.3,17335.0
2276,12/6/17,12664.26,14840.19,15285.2,14402.98,14233.61,16293.32,16854.87,16434.93,16351.3,17335.0,18430.69
2277,12/7/17,14840.19,15285.2,14402.98,14233.61,16293.32,16854.87,16434.93,16351.3,17335.0,18430.69,19110.24
2278,12/8/17,15285.2,14402.98,14233.61,16293.32,16854.87,16434.93,16351.3,17335.0,18430.69,19110.24,18634.42
2279,12/9/17,14402.98,14233.61,16293.32,16854.87,16434.93,16351.3,17335.0,18430.69,19110.24,18634.42,17986.05
2280,12/10/17,14233.61,16293.32,16854.87,16434.93,16351.3,17335.0,18430.69,19110.24,18634.42,17986.05,16724.84
2281,12/11/17,16293.32,16854.87,16434.93,16351.3,17335.0,18430.69,19110.24,18634.42,17986.05,16724.84,16033.61
2282,12/12/17,16854.87,16434.93,16351.3,17335.0,18430.69,19110.24,18634.42,17986.05,16724.84,16033.61,13441.46
2283,12/13/17,16434.93,16351.3,17335.0,18430.69,19110.24,18634.42,17986.05,16724.84,16033.61,13441.46,14785.39
2284,12/14/17,16351.3,17335.0,18430.69,19110.24,18634.42,17986.05,16724.84,16033.61,13441.46,14785.39,13525.02
2285,12/15/17,17335.0,18430.69,19110.24,18634.42,17986.05,16724.84,16033.61,13441.46,14785.39,13525.02,13951.9
2286,12/16/17,18430.69,19110.24,18634.42,17986.05,16724.84,16033.61,13441.46,14785.39,13525.02,13951.9,15342.51
2287,12/17/17,19110.24,18634.42,17986.05,16724.84,16033.61,13441.46,14785.39,13525.02,13951.9,15342.51,15460.55
2288,12/18/17,18634.42,17986.05,16724.84,16033.61,13441.46,14785.39,13525.02,13951.9,15342.51,15460.55,14158.69
2289,12/19/17,17986.05,16724.84,16033.61,13441.46,14785.39,13525.02,13951.9,15342.51,15460.55,14158.69,14492.22
2290,12/20/17,16724.84,16033.61,13441.46,14785.39,13525.02,13951.9,15342.51,15460.55,14158.69,14492.22,13148.96
2291,12/21/17,16033.61,13441.46,14785.39,13525.02,13951.9,15342.51,15460.55,14158.69,14492.22,13148.96,13342.58
2292,12/22/17,13441.46,14785.39,13525.02,13951.9,15342.51,15460.55,14158.69,14492.22,13148.96,13342.58,13373.48
2293,12/23/17,14785.39,13525.02,13951.9,15342.51,15460.55,14158.69,14492.22,13148.96,13342.58,13373.48,14057.88
2294,12/24/17,13525.02,13951.9,15342.51,15460.55,14158.69,14492.22,13148.96,13342.58,13373.48,14057.88,14960.44
2295,12/25/17,13951.9,15342.51,15460.55,14158.69,14492.22,13148.96,13342.58,13373.48,14057.88,14960.44,14806.72
2296,12/26/17,15342.51,15460.55,14158.69,14492.22,13148.96,13342.58,13373.48,14057.88,14960.44,14806.72,15982.35
2297,12/27/17,15460.55,14158.69,14492.22,13148.96,13342.58,13373.48,14057.88,14960.44,14806.72,15982.35,16670.8
2298,12/28/17,14158.69,14492.22,13148.96,13342.58,13373.48,14057.88,14960.44,14806.72,15982.35,16670.8,16397.33
2299,12/29/17,14492.22,13148.96,13342.58,13373.48,14057.88,14960.44,14806.72,15982.35,16670.8,16397.33,15103.89
2300,12/30/17,13148.96,13342.58,13373.48,14057.88,14960.44,14806.72,15982.35,16670.8,16397.33,15103.89,14703.62
2301,12/31/17,13342.58,13373.48,14057.88,14960.44,14806.72,15982.35,16670.8,16397.33,15103.89,14703.62,14135.53
2302,1/1/18,13373.48,14057.88,14960.44,14806.72,15982.35,16670.8,16397.33,15103.89,14703.62,14135.53,13593.74
2303,1/2/18,14057.88,14960.44,14806.72,15982.35,16670.8,16397.33,15103.89,14703.62,14135.53,13593.74,13652.81
2304,1/3/18,14960.44,14806.72,15982.35,16670.8,16397.33,15103.89,14703.62,14135.53,13593.74,13652.81,14233.65
2305,1/4/18,14806.72,15982.35,16670.8,16397.33,15103.89,14703.62,14135.53,13593.74,13652.81,14233.65,13544.44
2306,1/5/18,15982.35,16670.8,16397.33,15103.89,14703.62,14135.53,13593.74,13652.81,14233.65,13544.44,13875.59
2307,1/6/18,16670.8,16397.33,15103.89,14703.62,14135.53,13593.74,13652.81,14233.65,13544.44,13875.59,11800.13
2308,1/7/18,16397.33,15103.89,14703.62,14135.53,13593.74,13652.81,14233.65,13544.44,13875.59,11800.13,10474.08
2309,1/8/18,15103.89,14703.62,14135.53,13593.74,13652.81,14233.65,13544.44,13875.59,11800.13,10474.08,11537.72
2310,1/9/18,14703.62,14135.53,13593.74,13652.81,14233.65,13544.44,13875.59,11800.13,10474.08,11537.72,11499.77
2311,1/10/18,14135.53,13593.74,13652.81,14233.65,13544.44,13875.59,11800.13,10474.08,11537.72,11499.77,12486.57
2312,1/11/18,13593.74,13652.81,14233.65,13544.44,13875.59,11800.13,10474.08,11537.72,11499.77,12486.57,11826.96
2313,1/12/18,13652.81,14233.65,13544.44,13875.59,11800.13,10474.08,11537.72,11499.77,12486.57,11826.96,10899.45
2314,1/13/18,14233.65,13544.44,13875.59,11800.13,10474.08,11537.72,11499.77,12486.57,11826.96,10899.45,10687.97
2315,1/14/18,13544.44,13875.59,11800.13,10474.08,11537.72,11499.77,12486.57,11826.96,10899.45,10687.97,11061.0
2316,1/15/18,13875.59,11800.13,10474.08,11537.72,11499.77,12486.57,11826.96,10899.45,10687.97,11061.0,11301.56
2317,1/16/18,11800.13,10474.08,11537.72,11499.77,12486.57,11826.96,10899.45,10687.97,11061.0,11301.56,10880.53
2318,1/17/18,10474.08,11537.72,11499.77,12486.57,11826.96,10899.45,10687.97,11061.0,11301.56,10880.53,11287.97
2319,1/18/18,11537.72,11499.77,12486.57,11826.96,10899.45,10687.97,11061.0,11301.56,10880.53,11287.97,11704.54
2320,1/19/18,11499.77,12486.57,11826.96,10899.45,10687.97,11061.0,11301.56,10880.53,11287.97,11704.54,11284.76
2321,1/20/18,12486.57,11826.96,10899.45,10687.97,11061.0,11301.56,10880.53,11287.97,11704.54,11284.76,10395.94
2322,1/21/18,11826.96,10899.45,10687.97,11061.0,11301.56,10880.53,11287.97,11704.54,11284.76,10395.94,9944.16
2323,1/22/18,10899.45,10687.97,11061.0,11301.56,10880.53,11287.97,11704.54,11284.76,10395.94,9944.16,9222.28
2324,1/23/18,10687.97,11061.0,11301.56,10880.53,11287.97,11704.54,11284.76,10395.94,9944.16,9222.28,8409.31
2325,1/24/18,11061.0,11301.56,10880.53,11287.97,11704.54,11284.76,10395.94,9944.16,9222.28,8409.31,8928.31
2326,1/25/18,11301.56,10880.53,11287.97,11704.54,11284.76,10395.94,9944.16,9222.28,8409.31,8928.31,8477.23
2327,1/26/18,10880.53,11287.97,11704.54,11284.76,10395.94,9944.16,9222.28,8409.31,8928.31,8477.23,7352.34
2328,1/27/18,11287.97,11704.54,11284.76,10395.94,9944.16,9222.28,8409.31,8928.31,8477.23,7352.34,6870.0
2329,1/28/18,11704.54,11284.76,10395.94,9944.16,9222.28,8409.31,8928.31,8477.23,7352.34,6870.0,7986.14
2330,1/29/18,11284.76,10395.94,9944.16,9222.28,8409.31,8928.31,8477.23,7352.34,6870.0,7986.14,8228.03
2331,1/30/18,10395.94,9944.16,9222.28,8409.31,8928.31,8477.23,7352.34,6870.0,7986.14,8228.03,8254.92
2332,1/31/18,9944.16,9222.28,8409.31,8928.31,8477.23,7352.34,6870.0,7986.14,8228.03,8254.92,8662.42
2333,2/1/18,9222.28,8409.31,8928.31,8477.23,7352.34,6870.0,7986.14,8228.03,8254.92,8662.42,8145.4
2334,2/2/18,8409.31,8928.31,8477.23,7352.34,6870.0,7986.14,8228.03,8254.92,8662.42,8145.4,8662.8
2335,2/3/18,8928.31,8477.23,7352.34,6870.0,7986.14,8228.03,8254.92,8662.42,8145.4,8662.8,8588.47
2336,2/4/18,8477.23,7352.34,6870.0,7986.14,8228.03,8254.92,8662.42,8145.4,8662.8,8588.47,9092.78
2337,2/5/18,7352.34,6870.0,7986.14,8228.03,8254.92,8662.42,8145.4,8662.8,8588.47,9092.78,9831.31
2338,2/6/18,6870.0,7986.14,8228.03,8254.92,8662.42,8145.4,8662.8,8588.47,9092.78,9831.31,10023.95
2339,2/7/18,7986.14,8228.03,8254.92,8662.42,8145.4,8662.8,8588.47,9092.78,9831.31,10023.95,10703.13
2340,2/8/18,8228.03,8254.92,8662.42,8145.4,8662.8,8588.47,9092.78,9831.31,10023.95,10703.13,10708.96
2341,2/9/18,8254.92,8662.42,8145.4,8662.8,8588.47,9092.78,9831.31,10023.95,10703.13,10708.96,10924.92
2342,2/10/18,8662.42,8145.4,8662.8,8588.47,9092.78,9831.31,10023.95,10703.13,10708.96,10924.92,11470.15
2343,2/11/18,8145.4,8662.8,8588.47,9092.78,9831.31,10023.95,10703.13,10708.96,10924.92,11470.15,10789.44
2344,2/12/18,8662.8,8588.47,9092.78,9831.31,10023.95,10703.13,10708.96,10924.92,11470.15,10789.44,10198.18
2345,2/13/18,8588.47,9092.78,9831.31,10023.95,10703.13,10708.96,10924.92,11470.15,10789.44,10198.18,10021.35
2346,2/14/18,9092.78,9831.31,10023.95,10703.13,10708.96,10924.92,11470.15,10789.44,10198.18,10021.35,9862.46
2347,2/15/18,9831.31,10023.95,10703.13,10708.96,10924.92,11470.15,10789.44,10198.18,10021.35,9862.46,9546.58
2348,2/16/18,10023.95,10703.13,10708.96,10924.92,11470.15,10789.44,10198.18,10021.35,9862.46,9546.58,10045.7
2349,2/17/18,10703.13,10708.96,10924.92,11470.15,10789.44,10198.18,10021.35,9862.46,9546.58,10045.7,10576.64
2350,2/18/18,10708.96,10924.92,11470.15,10789.44,10198.18,10021.35,9862.46,9546.58,10045.7,10576.64,10624.38
2351,2/19/18,10924.92,11470.15,10789.44,10198.18,10021.35,9862.46,9546.58,10045.7,10576.64,10624.38,10727.27
2352,2/20/18,11470.15,10789.44,10198.18,10021.35,9862.46,9546.58,10045.7,10576.64,10624.38,10727.27,10980.3
2353,2/21/18,10789.44,10198.18,10021.35,9862.46,9546.58,10045.7,10576.64,10624.38,10727.27,10980.3,11332.93
2354,2/22/18,10198.18,10021.35,9862.46,9546.58,10045.7,10576.64,10624.38,10727.27,10980.3,11332.93,11279.98
2355,2/23/18,10021.35,9862.46,9546.58,10045.7,10576.64,10624.38,10727.27,10980.3,11332.93,11279.98,11540.35
2356,2/24/18,9862.46,9546.58,10045.7,10576.64,10624.38,10727.27,10980.3,11332.93,11279.98,11540.35,10961.27
2357,2/25/18,9546.58,10045.7,10576.64,10624.38,10727.27,10980.3,11332.93,11279.98,11540.35,10961.27,10112.37
2358,2/26/18,10045.7,10576.64,10624.38,10727.27,10980.3,11332.93,11279.98,11540.35,10961.27,10112.37,9651.27
2359,2/27/18,10576.64,10624.38,10727.27,10980.3,11332.93,11279.98,11540.35,10961.27,10112.37,9651.27,8860.15
2360,2/28/18,10624.38,10727.27,10980.3,11332.93,11279.98,11540.35,10961.27,10112.37,9651.27,8860.15,9168.21
2361,3/1/18,10727.27,10980.3,11332.93,11279.98,11540.35,10961.27,10112.37,9651.27,8860.15,9168.21,9127.44
2362,3/2/18,10980.3,11332.93,11279.98,11540.35,10961.27,10112.37,9651.27,8860.15,9168.21,9127.44,9338.34
2363,3/3/18,11332.93,11279.98,11540.35,10961.27,10112.37,9651.27,8860.15,9168.21,9127.44,9338.34,9153.0
2364,3/4/18,11279.98,11540.35,10961.27,10112.37,9651.27,8860.15,9168.21,9127.44,9338.34,9153.0,8598.49
2365,3/5/18,11540.35,10961.27,10112.37,9651.27,8860.15,9168.21,9127.44,9338.34,9153.0,8598.49,8082.12
2366,3/6/18,10961.27,10112.37,9651.27,8860.15,9168.21,9127.44,9338.34,9153.0,8598.49,8082.12,8317.01
2367,3/7/18,10112.37,9651.27,8860.15,9168.21,9127.44,9338.34,9153.0,8598.49,8082.12,8317.01,8075.09
2368,3/8/18,9651.27,8860.15,9168.21,9127.44,9338.34,9153.0,8598.49,8082.12,8317.01,8075.09,7689.81
2369,3/9/18,8860.15,9168.21,9127.44,9338.34,9153.0,8598.49,8082.12,8317.01,8075.09,7689.81,8375.31
2370,3/10/18,9168.21,9127.44,9338.34,9153.0,8598.49,8082.12,8317.01,8075.09,7689.81,8375.31,8658.32
2371,3/11/18,9127.44,9338.34,9153.0,8598.49,8082.12,8317.01,8075.09,7689.81,8375.31,8658.32,8974.03
2372,3/12/18,9338.34,9153.0,8598.49,8082.12,8317.01,8075.09,7689.81,8375.31,8658.32,8974.03,8732.68
2373,3/13/18,9153.0,8598.49,8082.12,8317.01,8075.09,7689.81,8375.31,8658.32,8974.03,8732.68,8518.99
2374,3/14/18,8598.49,8082.12,8317.01,8075.09,7689.81,8375.31,8658.32,8974.03,8732.68,8518.99,8817.49
2375,3/15/18,8082.12,8317.01,8075.09,7689.81,8375.31,8658.32,8974.03,8732.68,8518.99,8817.49,8520.53
2376,3/16/18,8317.01,8075.09,7689.81,8375.31,8658.32,8974.03,8732.68,8518.99,8817.49,8520.53,8209.07
2377,3/17/18,8075.09,7689.81,8375.31,8658.32,8974.03,8732.68,8518.99,8817.49,8520.53,8209.07,7952.07
2378,3/18/18,7689.81,8375.31,8658.32,8974.03,8732.68,8518.99,8817.49,8520.53,8209.07,7952.07,7927.59
2379,3/19/18,8375.31,8658.32,8974.03,8732.68,8518.99,8817.49,8520.53,8209.07,7952.07,7927.59,7406.91
2380,3/20/18,8658.32,8974.03,8732.68,8518.99,8817.49,8520.53,8209.07,7952.07,7927.59,7406.91,6857.28
2381,3/21/18,8974.03,8732.68,8518.99,8817.49,8520.53,8209.07,7952.07,7927.59,7406.91,6857.28,7023.23
2382,3/22/18,8732.68,8518.99,8817.49,8520.53,8209.07,7952.07,7927.59,7406.91,6857.28,7023.23,6711.19
2383,3/23/18,8518.99,8817.49,8520.53,8209.07,7952.07,7927.59,7406.91,6857.28,7023.23,6711.19,6984.65
2384,3/24/18,8817.49,8520.53,8209.07,7952.07,7927.59,7406.91,6857.28,7023.23,6711.19,6984.65,7335.19
2385,3/25/18,8520.53,8209.07,7952.07,7927.59,7406.91,6857.28,7023.23,6711.19,6984.65,7335.19,7031.67
2386,3/26/18,8209.07,7952.07,7927.59,7406.91,6857.28,7023.23,6711.19,6984.65,7335.19,7031.67,6747.86
